Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
JCI,Johnson Controls International plc,35.56,$32.94B,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/jci
JONE,"Jones Energy, Inc.",0.336,$34.55M,2013,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/jone
JLL,Jones Lang LaSalle Incorporated,170.53,$7.76B,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/jll
JMEI,Jumei International Holding Limited,2.15,$322.25M,2014,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/jmei
JNPR,"Juniper Networks, Inc.",28.08,$9.8B,1999,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/jnpr
JP,Jupai Holdings Limited,17.3,$571.31M,2015,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/jp
JE,"Just Energy Group, Inc.",3.71,$550.54M,n/a,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/je
JE^A,"Just Energy Group, Inc.",23.2063,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/je^a
LRN,K12 Inc,16.93,$666.02M,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/lrn
KAI,Kadant Inc,96.15,$1.07B,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/kai
KDMN,"Kadmon Holdings, Inc.",3.38,$374.56M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kdmn
KAMN,Kaman Corporation,67.04,$1.87B,n/a,Consumer Durables,Industrial Specialties,https://www.nasdaq.com/symbol/kamn
KSU,Kansas City Southern,111.08,$11.4B,n/a,Transportation,Railroads,https://www.nasdaq.com/symbol/ksu
KSU^,Kansas City Southern,25.6,n/a,n/a,Transportation,Railroads,https://www.nasdaq.com/symbol/ksu^
KS,KapStone Paper and Packaging Corporation,34.66,$3.39B,n/a,Basic Industries,Paper,https://www.nasdaq.com/symbol/ks
KAR,"KAR Auction Services, Inc",59.57,$8.04B,2009,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/kar
KED,Kayne Anderson Energy Development Company,17.25,$186.19M,2006,n/a,n/a,https://www.nasdaq.com/symbol/ked
KYE,"Kayne Anderson Energy Total Return Fund, Inc.",9.36,$344.84M,2005,n/a,n/a,https://www.nasdaq.com/symbol/kye
KMF,"Kayne Anderson Midstream Energy Fund, Inc",12.9299,$284.9M,2010,n/a,n/a,https://www.nasdaq.com/symbol/kmf
KYN,Kayne Anderson MLP Investment Company,18.41,$2.13B,2004,n/a,n/a,https://www.nasdaq.com/symbol/kyn
KYN^F,Kayne Anderson MLP Investment Company,25.094,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kyn^f
KB,KB Financial Group Inc,47.21,$18.71B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/kb
KBH,KB Home,25.78,$2.26B,1986,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/kbh
KBR,"KBR, Inc.",18.62,$2.62B,2006,Basic Industries,Military/Government/Technical,https://www.nasdaq.com/symbol/kbr
KAP,"KCAP Financial, Inc.",25.44,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kap
FRAC,"Keane Group, Inc.",12.1,$1.36B,2017,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/frac
K,Kellogg Company,69.86,$24.23B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/k
KEM,Kemet Corporation,28.69,$1.64B,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/kem
KMPA,Kemper Corporation,26.15,n/a,2014,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/kmpa
KMPR,Kemper Corporation,73.95,$4.79B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/kmpr
KMT,Kennametal Inc.,36.43,$2.97B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/kmt
KW,Kennedy-Wilson Holdings Inc.,21,$3.05B,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/kw
KEN,Kenon Holdings Ltd.,15.78,$849.39M,2015,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ken
KDP,Keurig Dr Pepper Inc.,24.28,$33.67B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/kdp
KEG,"Key Energy Services, Inc.",16.36,$330.98M,2016,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/keg
KEY,KeyCorp,20.84,$22.07B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/key
KEY^I,KeyCorp,26.97,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/key^i
KEYS,Keysight Technologies Inc.,59.61,$11.2B,2014,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/keys
KRC,Kilroy Realty Corporation,73.68,$7.38B,1997,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/krc
KRP,Kimbell Royalty Partners,22.2,$595.84M,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/krp
KMB,Kimberly-Clark Corporation,105.44,$36.83B,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/kmb
KIM,Kimco Realty Corporation,16.81,$7.14B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/kim
KIM^I,Kimco Realty Corporation,25.21,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kim^i
KIM^J,Kimco Realty Corporation,24.2,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kim^j
KIM^K,Kimco Realty Corporation,24.5791,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kim^k
KIM^L,Kimco Realty Corporation,23.11,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kim^l
KIM^M,Kimco Realty Corporation,22.72,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kim^m
KMI,"Kinder Morgan, Inc.",17.7,$39.05B,2011,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/kmi
KMI^A,"Kinder Morgan, Inc.",33.09,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kmi^a
KFS,"Kingsway Financial Services, Inc.",3.05,$72.17M,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/kfs
KGC,Kinross Gold Corporation,3.64,$4.55B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/kgc
KEX,Kirby Corporation,86.9,$5.19B,n/a,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/kex
KL,Kirkland Lake Gold Ltd.,21.77,$4.6B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/kl
KRG,Kite Realty Group Trust,16.77,$1.4B,2004,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/krg
KKR,KKR & Co. Inc.,27.34,$22.65B,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/kkr
KKR^A,KKR & Co. Inc.,26.99,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kkr^a
KKR^B,KKR & Co. Inc.,26.65,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kkr^b
KIO,KKR Income Opportunities Fund,16.75,$340.7M,2013,n/a,n/a,https://www.nasdaq.com/symbol/kio
KREF,KKR Real Estate Finance Trust Inc.,20.65,$1.1B,2017,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/kref
KMG,"KMG Chemicals, Inc.",73.7,$1.14B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/kmg
KNX,"Knight Transportation, Inc.",38.24,$6.82B,2017,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/knx
KNL,"Knoll, Inc.",21.32,$1.05B,2004,Consumer Durables,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/knl
KNOP,KNOT Offshore Partners LP,22.65,$740.52M,2013,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/knop
KN,Knowles Corporation,15.63,$1.41B,2014,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/kn
KSS,Kohl&#39;s Corporation,74.01,$12.37B,1992,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/kss
PHG,Koninklijke Philips N.V.,42.12,$40.03B,n/a,Energy,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/phg
KOP,Koppers Holdings Inc.,38,$802.43M,2006,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/kop
KEP,Korea Electric Power Corporation,13.87,$17.81B,1994,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/kep
KF,"Korea Fund, Inc. (The)",36.07,$202.27M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kf
KFY,Korn/Ferry International,66.53,$3.76B,1999,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/kfy
KOS,Kosmos Energy Ltd.,7.78,$3.08B,2011,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/kos
KRA,Kraton Corporation,46.74,$1.49B,2009,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/kra
KR,Kroger Company (The),28.29,$22.54B,n/a,Consumer Services,Food Chains,https://www.nasdaq.com/symbol/kr
KRO,Kronos Worldwide Inc,22.35,$2.59B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/kro
KT,KT Corporation,12.91,$6.33B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/kt
LB,"L Brands, Inc.",31.53,$8.74B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/lb
SCX,L.S. Starrett Company (The),6.65,$46.67M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/scx
LLL,"L3 Technologies, Inc.",200.41,$15.73B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/lll
LH,Laboratory Corporation of America Holdings,188.27,$19.26B,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/lh
LADR,Ladder Capital Corp,16.11,$1.79B,2014,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ladr
LW,"Lamb Weston Holdings, Inc.",69.02,$10.09B,2016,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/lw
LCI,Lannett Co Inc,12.2,$463.77M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lci
LPI,"Laredo Petroleum, Inc.",9.41,$2.21B,2011,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/lpi
LVS,Las Vegas Sands Corp.,73.86,$58.29B,2004,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/lvs
LHO,LaSalle Hotel Properties,35.06,$3.87B,1998,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/lho
LHO^I,LaSalle Hotel Properties,24.9,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lho^i
LHO^J,LaSalle Hotel Properties,25.15,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lho^j
LTM,LATAM Airlines Group S.A.,10.6,$6.43B,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/ltm
LDF,"Latin American Discovery Fund, Inc. (The)",10.275,$67.57M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ldf
LGI,Lazard Global Total Return and Income Fund,18.18,$174.62M,2004,n/a,n/a,https://www.nasdaq.com/symbol/lgi
LAZ,Lazard Ltd.,51.42,$6.14B,2005,Finance,Investment Managers,https://www.nasdaq.com/symbol/laz
LOR,"Lazard World Dividend & Income Fund, Inc.",10.37,$71.35M,2005,n/a,n/a,https://www.nasdaq.com/symbol/lor
LZB,La-Z-Boy Incorporated,32.1,$1.51B,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/lzb
LCII,LCI Industries ,94.3,$2.38B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/lcii
LFGR,Leaf Group Ltd.,11.65,$288.37M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/lfgr
LEA,Lear Corporation,180.48,$11.97B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/lea
LEE,"Lee Enterprises, Incorporated",3.25,$185.38M,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/lee
LGC,Legacy Acquisition Corp.,9.62,$360.75M,2017,Finance,Business Services,https://www.nasdaq.com/symbol/lgc
LGC.U,Legacy Acquisition Corp.,n/a,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/lgc.u
LGC.WS,Legacy Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lgc.ws
LM,"Legg Mason, Inc.",33.89,$2.9B,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/lm
LMHA,"Legg Mason, Inc.",26.52,n/a,2016,Finance,Investment Managers,https://www.nasdaq.com/symbol/lmha
LMHB,"Legg Mason, Inc.",24.6,n/a,2016,Finance,Investment Managers,https://www.nasdaq.com/symbol/lmhb
LEG,"Leggett & Platt, Incorporated",44.98,$5.9B,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/leg
JBK,Lehman ABS Corporation,26.45,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/jbk
KTH,Lehman ABS Corporation,32.62,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/kth
KTN,Lehman ABS Corporation,30.87,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/ktn
KTP,Lehman ABS Corporation,13.31,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/ktp
LDOS,"Leidos Holdings, Inc.",64.53,$9.79B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/ldos
LEJU,Leju Holdings Limited,1.79,$243.02M,2014,Finance,Real Estate,https://www.nasdaq.com/symbol/leju
LC,LendingClub Corporation,4.48,$1.88B,2014,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/lc
LEN,Lennar Corporation,54.3,$17.89B,n/a,Basic Industries,Homebuilding,https://www.nasdaq.com/symbol/len
LEN.B,Lennar Corporation,n/a,n/a,n/a,Basic Industries,Homebuilding,https://www.nasdaq.com/symbol/len.b
LII,"Lennox International, Inc.",207.98,$8.58B,1999,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/lii
LHC,Leo Holdings Corp.,9.68,$242M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/lhc
LHC.U,Leo Holdings Corp.,n/a,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/lhc.u
LHC.WS,Leo Holdings Corp.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lhc.ws
LXP,Lexington Realty Trust,8.67,$2.08B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lxp
LXP^C,Lexington Realty Trust,49.9245,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lxp^c
LPL,"LG Display Co., Ltd.",9.36,$6.7B,2004,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/lpl
USA,Liberty All-Star Equity Fund,6.73,$1.33B,1986,n/a,n/a,https://www.nasdaq.com/symbol/usa
ASG,"Liberty All-Star Growth Fund, Inc.",6.81,$186.88M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/asg
LBRT,Liberty Oilfield Services Inc.,17.74,$2.1B,2018,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/lbrt
LPT,Liberty Property Trust,43.33,$6.4B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/lpt
LSI,"Life Storage, Inc.",95.45,$4.45B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/lsi
LITB,"LightInTheBox Holding Co., Ltd.",2,$271.22M,2013,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/litb
LNC,Lincoln National Corporation,65.5,$14.33B,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/lnc
LNC.WS,Lincoln National Corporation,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lnc.ws
LNN,Lindsay Corporation,92.32,$993.12M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/lnn
LN,LINE Corporation,45.47,$10.81B,2016,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/ln
LKM,Link Motion Inc.,1.15,$112.38M,2011,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/lkm
LGF.A,Lions Gate Entertainment Corporation,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lgf.a
LGF.B,Lions Gate Entertainment Corporation,n/a,n/a,2016,n/a,n/a,https://www.nasdaq.com/symbol/lgf.b
LAD,"Lithia Motors, Inc.",95.42,$2.38B,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/lad
LAC,Lithium Americas Corp.,4.55,$403M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/lac
LYV,"Live Nation Entertainment, Inc.",51.01,$10.66B,n/a,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/lyv
LYG,Lloyds Banking Group Plc,3.28,$58.74B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/lyg
SCD,LMP Capital and Income Fund Inc.,13.43,$241.52M,2004,n/a,n/a,https://www.nasdaq.com/symbol/scd
LMT,Lockheed Martin Corporation,318.33,$90.89B,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/lmt
L,Loews Corporation,49.89,$15.93B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/l
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima,10.4,$1.24B,2017,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/loma
LPX,Louisiana-Pacific Corporation,26.28,$3.82B,n/a,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/lpx
LOW,"Lowe&#39;s Companies, Inc.",101.16,$82.56B,n/a,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/low
LXU,Lsb Industries Inc.,7.61,$217.75M,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/lxu
LKSD,"LSC Communications, Inc.",14.07,$469.69M,2016,Miscellaneous,Publishing,https://www.nasdaq.com/symbol/lksd
LTC,"LTC Properties, Inc.",41.4,$1.64B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ltc
LUB,"Luby&#39;s, Inc.",2.5,$73.69M,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/lub
LL,"Lumber Liquidators Holdings, Inc",25.68,$732.96M,2007,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/ll
LXFR,Luxfer Holdings PLC,18.66,$494.57M,2012,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/lxfr
LXFT,"Luxoft Holding, Inc.",38.25,$1.29B,2013,Technology,EDP Services,https://www.nasdaq.com/symbol/lxft
LDL,"Lydall, Inc.",44.6,$774.89M,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/ldl
WLH,Lyon William Homes,23.59,$896.88M,2013,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/wlh
LYB,LyondellBasell Industries NV,107.58,$42.35B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/lyb
MTB,M&T Bank Corporation,174.63,$25.19B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mtb
MTB.WS,M&T Bank Corporation,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mtb.ws
MTB^,M&T Bank Corporation,1020,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mtb^
MTB^C,M&T Bank Corporation,1020.01,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mtb^c
MDC,"M.D.C. Holdings, Inc.",31.12,$1.75B,n/a,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/mdc
MHO,"M/I Homes, Inc.",26.69,$762.56M,1993,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/mho
MAC,Macerich Company (The),57.59,$8.12B,1994,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/mac
CLI,Mack-Cali Realty Corporation,19.49,$1.76B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cli
MFD,Macquarie First Trust Global,10.94,$93.4M,2004,n/a,n/a,https://www.nasdaq.com/symbol/mfd
MGU,Macquarie Global Infrastructure Total Return Fund Inc.,22.84,$284.78M,2005,n/a,n/a,https://www.nasdaq.com/symbol/mgu
MIC,Macquarie Infrastructure Corporation ,45,$3.83B,2004,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/mic
BMA,Macro Bank Inc.,66.51,$4.45B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bma
M,Macy&#39;s Inc,39.41,$12.07B,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/m
MCN,Madison Covered Call & Equity Strategy Fund,7.65,$147.4M,2004,n/a,n/a,https://www.nasdaq.com/symbol/mcn
MSP,Madison Strategic Sector Premium Fund,11.7,$67.84M,2005,n/a,n/a,https://www.nasdaq.com/symbol/msp
MMP,Magellan Midstream Partners L.P.,69.97,$15.97B,n/a,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/mmp
MGA,"Magna International, Inc.",58.64,$20.59B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/mga
MX,MagnaChip Semiconductor Corporation,11.15,$383.31M,2011,Technology,Semiconductors,https://www.nasdaq.com/symbol/mx
MH^A,"Maiden Holdings, Ltd.",24.8,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mh^a
MH^C,"Maiden Holdings, Ltd.",23.425,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mh^c
MH^D,"Maiden Holdings, Ltd.",20.71,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mh^d
MHLA,"Maiden Holdings, Ltd.",21.01,n/a,2016,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/mhla
MHNC,"Maiden Holdings, Ltd.",23.28,n/a,2013,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/mhnc
MAIN,Main Street Capital Corporation,39.25,$2.33B,2007,n/a,n/a,https://www.nasdaq.com/symbol/main
MMD,MainStay MacKay DefinedTerm Municipal Opportunitie,19.65,$541.45M,2012,n/a,n/a,https://www.nasdaq.com/symbol/mmd
MNK,Mallinckrodt plc,21.94,$1.82B,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mnk
MZF,Managed Duration Investment Grade Municipal Fund,14.3,$97.25M,2003,n/a,n/a,https://www.nasdaq.com/symbol/mzf
MANU,Manchester United Ltd.,21,$3.45B,2012,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/manu
MTW,"Manitowoc Company, Inc. (The)",26.04,$924.92M,n/a,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/mtw
MN,"Manning & Napier, Inc.",3.1,$47.51M,2011,Finance,Investment Managers,https://www.nasdaq.com/symbol/mn
MAN,ManpowerGroup,90.95,$5.99B,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/man
MFC,Manulife Financial Corp,18.14,$35.98B,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/mfc
MRO,Marathon Oil Corporation,20.46,$17.46B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mro
MPC,Marathon Petroleum Corporation,73,$33.3B,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/mpc
MMI,"Marcus & Millichap, Inc.",40.27,$1.55B,2013,Finance,Real Estate,https://www.nasdaq.com/symbol/mmi
MCS,Marcus Corporation (The),33.7,$943.28M,n/a,Consumer Services,Movies/Entertainment,https://www.nasdaq.com/symbol/mcs
MPX,Marine Products Corporation,20.06,$693.39M,n/a,Capital Goods,Marine Transportation,https://www.nasdaq.com/symbol/mpx
HZO,"MarineMax, Inc.",21.2,$566.1M,1998,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/hzo
MKL,Markel Corporation,1142.93,$15.88B,1986,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/mkl
